metabolite_id,,,,,,,,,,,,,
10fthf,,,,,,,,,,,,,
10fthf5glu,,,,,,,,,,,,,
10fthf6glu,,,,,,,,,,,,,
10fthf7glu,,,,,,,,,,,,,
11_cis_retfa,,,,,,,,,,,,,
11docrtsl,,,,,,,,,,,,,
11docrtstrn,,,,,,,,,,,,,
12dgr120,,,,,,,,,,,,,
12dhchol,,,,,,,,,,,,,
12harachd,,,,,,,,,,,,,
12HPET,,,,,,,,,,,,,
12htacr,,,,,,,,,,,,,
12ppd_R,,,,,,,,,,,,,
12ppd_S,,,,,,,,,,,,,
12RHPET,,,,,,,,,,,,,
13_cis_oretn,,,,,,,,,,,,,
13_cis_retn,,,,,,,,,,,,,
13_cis_retnglc,,,,,,,,,,,,,
1331tacr,,,,,,,,,,,,,
13dampp,,,,,,,,,,,,,
13dmt,,,,,,,,,,,,,
13dpg,,,,,,,,,,,,,
14hmdz,,,,,,,,,,,,,
1513tacr,,,,,,,,,,,,,
1531tacr,,,,,,,,,,,,,
15dmt,,,,,,,,,,,,,
15HPET,,,,,,,,,,,,,
15kprostgf2,,,,,,,,,,,,,
17ahprgnlone,,,,,,,,,,,,,
17ahprgstrn,,,,,,,,,,,,,
18harachd,,,,,,,,,,,,,
1a2425thvitd2,,,,,,,,,,,,,
1a2425thvitd3,,,,,,,,,,,,,
1a25dhvitd2,,,,,,,,,,,,,
1a25dhvitd3,,,,,,,,,,,,,
1glyc_hs,,,,,,,,,,,,,
1hibup_S,,,,,,,,,,,,,
1hibupglu_S,,,,,,,,,,,,,
1hmdgluc,,,,,,,,,,,,,
1mncam,,,,,,,,,,,,,
1mpyr,,,,,,,,,,,,,
1ohmdz,,,,,,,,,,,,,
1p2cbxl,,,,,,,,,,,,,
1p3h5c,,,,,,,,,,,,,
1pipdn2c,,,,,,,,,,,,,
1pyr5c,,,,,,,,,,,,,
20ahchsterol,,,,,,,,,,,,,
21hprgnlone,,,,,,,,,,,,,
23cump,,,,,,,,,,,,,
23dh1i56dio,,,,,,,,,,,,,
23doguln,,,,,,,,,,,,,
23dpg,,,,,,,,,,,,,
2425dhvitd2,,,,,,,,,,,,,
2425dhvitd3,,,,,,,,,,,,,
24nph,,,,,,,,,,,,,
25aics,,,,,,,,,,,,,
25hvitd2,,,,,,,,,,,,,
25hvitd3,,,,,,,,,,,,,
2amac,,,,,,,,,,,,,
2ameph,,,,,,,,,,,,,
2aobut,,,,,,,,,,,,,
2c23dh56dhoxin,,,,,,,,,,,,,
